source,composer,path,status,duplicate_of,recommended_split,total_duration,estimated_tempo,num_notes,notes_per_second
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-bagatelle_fur_elise.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Bagatella Fur Elise.mid,,131.09667836666665,204.42063411085428,950,7.246560415077245
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-bagatelle_op33_n1.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Bagatella op33 n1.mid,,204.80967741666666,194.4298819811104,1663,8.119733505642792
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-bagatelle_op33_n2.mid,duplicate_of_midiclassics,"..\data\midiclassics\Beethoven\Bagatella op33 n2.mid | ..\data\midiclassics\Beethoven\Sieben Bagatellen, C Major, Opus.33, No.2.mid",,202.08313125,201.65105135310412,1869,9.248669042483476
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-bagatelle_op33_n3.mid,duplicate_of_midiclassics,"..\data\midiclassics\Beethoven\Bagatella op33 n3.mid | ..\data\midiclassics\Beethoven\Sieben Bagatellen, in F Major, Opus.33, No.3.mid",,99.575658,166.18721654692877,1019,10.233424719121615
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-bagatelle_op33_n4.mid,duplicate_of_midiclassics,"..\data\midiclassics\Beethoven\Bagatella op33 n4.mid | ..\data\midiclassics\Beethoven\Sieben Bagatellen, in A Major, Opus.33, No.4.mid",,97.237998,202.42764306088876,1074,11.045064913821035
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-bagatelle_op33_n5.mid,duplicate_of_midiclassics,"..\data\midiclassics\Beethoven\Bagatella op33 n5.mid | ..\data\midiclassics\Beethoven\Sieben Bagatellen, in C Major, Opus.33, No.5.mid",,143.08333333333331,193.57833655705974,2393,16.72451951077461
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-bagatelle_op33_n6.mid,duplicate_of_midiclassics,"..\data\midiclassics\Beethoven\Bagatella op33 n6.mid | ..\data\midiclassics\Beethoven\Sieben Bagatellen, in D Major, Opus.33, No.6.mid",,134.029878,181.6282831177393,1017,7.58786037244621
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-fur_elise.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Fur Elise.mid,,157.61258591666663,183.00530940491342,2102,13.336498400650411
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-hess057_bagatelle.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Hess057 Bagatella.mid,,45.588212500000004,198.40009920004957,408,8.949681894195784
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-hess059_exercizio_per_pianoforte.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Hess059 Exercizio Per Pianoforte.mid,,31.973697,151.24746425348968,461,14.418101228644282
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-hess061_anglaise.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Hess061 Anglaise.mid,,42.765966,187.99996240000743,357,8.347759524477945
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-hess063_keyboard_kaplied.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Hess063 keyb Kaplied.mid,,27.580054233333335,198.06326352847728,141,5.112390237057148
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-hess073_bagatelle.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Hess073 Bagatella.mid,,27.0000045,195.99996733333893,176,6.518517432098947
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-hess074_bagatelle.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Hess074 Bagatella.mid,,41.5232398,205.29434955843095,534,12.860268191308137
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-hessa21_bagatelle.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\HessA21 Bagatella.mid,,63.7219936,166.0319992003383,393,6.167415327068487
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-lieder_op46_adelaide.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Lieder op46 ''Adelaide''.mid,,441.0016184833334,200.938707458403,3725,8.44668101856587
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-lieder_op48_n1_bitten.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Lieder op48 n1 ''Bitten''.mid,,112.65307999999999,92.76334331806878,489,4.340760146105193
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-lieder_op48_n2_die_liebe_des_nachsten.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Lieder op48 n2 ''Die Liebe Des Nachsten''.mid,,54.923021999999996,260.00026000026,310,5.64426334734458
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-lieder_op48_n3_vom_tode.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Lieder op48 n3 ''Vom Tode''.mid,,110.25,66.66666666666667,409,3.709750566893424
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-lieder_op48_n4_die_ehre_gottes_aus_der_natur.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Lieder op48 n4 ''Die Ehre Gottes Aus Der Natur''.mid,,124.28101674999999,84.80147437241514,708,5.696767040651042
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-lieder_op48_n5_gottes_macht_und_vorsehung.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Lieder op48 n5 ''Gottes Macht Und Vorsehung''.mid,,32.142825,122.50012250012249,196,6.097783875561653
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-lieder_op48_n6_busslied.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Lieder op48 n6 ''Busslied''.mid,,260.5006142083333,191.81061938265447,1977,7.589233545602737
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-lieder_op82_n1_dimmi_den_mio_che_mi_ami.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Lieder op82 n1 ''Dimmi Den Mio Che Mi Ami''.mid,,107.65656478333331,212.82155499837697,1202,11.165134262077865
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-lieder_op99_der_mann_von_wort.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Lieder op99 ''Der Mann Von Wort''.mid,,115.94597300000001,133.1999689200073,817,7.046385302230376
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-march_no3.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\March No.3.mid,,624.746837497915,218.70080000320985,10415,16.6707526551261
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-minuetto.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Minuetto.mid,,54.32344691666667,167.42743889964035,352,6.479706645640059
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-op051_3_rondos.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\op051 3 Rondos.mid,,1063.0281744145934,185.01366857698247,6664,6.268883704488685
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-op077_fantaisie.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\op077 Fantaisie.mid,,504.79944980833307,185.90131197191695,4879,9.665224480439715
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-op089_polonaise.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\op089 Polonaise.mid,,330.8564958776043,197.63577684014152,4458,13.474119612417024
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-op119_douze_bagatelles.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\op119 Douze Bagatellas.mid,,831.5000899687496,188.7990591582521,5757,6.923631241238189
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-op126_six_bagatelles.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\op126 Six Bagatellas.mid,,908.273976968749,199.29654894694457,6010,6.616946155451491
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-op33_no4.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Op33 No.4.mid | ..\data\midiclassics\Beethoven\Sonatina op33 4mov.mid,,172.0,220.12279163012175,1060,6.162790697674419
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-op51.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Op.51.mid,,269.45,225.27330952994467,2702,10.027834477639637
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-opus045_three_grandes_marches.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Opus045 Three Grandes Marches.mid,,623.4046450104149,218.94627128297896,10495,16.834972411578143
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-overture_corolian_op62.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Overture ''Corolian'' op62.mid,,462.61565420000176,199.59419110848535,10842,23.436301607106227
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-overture_creatures_of_prometheus_op43.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Overture ''Creatures Of Prometeus'' op43.mid,,287.92274299999997,151.74231949978665,9603,33.352696976772
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-overture_egmont.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Overture ''Egmont''.mid,,486.663472325,181.31278547668006,12755,26.209076138514973
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-overture_fidelio_op72b.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Overture ''Fidelio'' op72b.mid,,365.0780024166658,203.46342458202844,13251,36.296352867836035
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-overture_inauguration_of_the_house_op214.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Overture ''Inauguration of the House'' op214.mid,,641.7492816833335,271.10744042148093,25315,39.44686924089383
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-overture_king_stephen.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Overture ''King Stephen''.mid,,442.50637948333355,214.45786270501048,17601,39.77569774372692
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-overture_leonore_no2_op72.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Overture ''Leonore'' n2 op72.mid,,784.8103089583313,214.87482265322845,20394,25.985897187141557
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-overture_leonore_no3_op72.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Overture ''Leonore'' n3 op72.mid,,819.7730247916711,202.45137041550745,21885,26.696413931846116
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-overture_leonore_op138_no1.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Overture ''Leonore'' op138 n1.mid,,581.1668133333329,219.16037179942475,12965,22.30856907612827
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-piano_concerto_no1_op15_1mov.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Piano Concerto n1 op15 1mov.mid,,888.2074670000003,236.93512022275448,16895,19.02145684168178
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-piano_concerto_no1_op15_2mov.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Piano Concerto n1 op15 2mov.mid,,482.48896599999995,203.88190515217806,5692,11.79716097383251
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-piano_concerto_no1_op15_3mov.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Piano Concerto n1 op15 3mov.mid,,570.3535140000001,246.5597754195441,15118,26.506367768253984
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-piano_concerto_no2_op19_1mov.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Piano Concerto n2 op19 1mov.mid,,786.9069635333323,208.805102256168,14150,17.981795378279973
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-piano_concerto_no2_op19_2mov.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Piano Concerto n2 op19 2mov.mid,,245.91768099999996,230.4862291000917,3987,16.21274234445957
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-piano_concerto_no2_op19_3mov.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Piano Concerto n2 op19 3mov.mid,,355.1120409999999,168.0934252751832,8240,23.203944244740498
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-piano_concerto_no3_op37_1mov.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Piano Concerto n3 op37 1mov.mid,,918.4963207999998,243.32940876743746,18917,20.595618699401548
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-piano_concerto_no3_op37_2mov.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Piano Concerto n3 op37 2mov.mid,,313.1526756166668,174.08956964776243,3818,12.192135968442596
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-piano_concerto_no3_op37_3mov.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Piano Concerto n3 op37 3mov.mid,,455.68217164166697,229.52914660274087,14520,31.864314435847703
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-piano_concerto_no4_op58_1mov.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Piano Concerto n4 op58 1mov.mid,,1045.9008861333334,198.5050608734644,19125,18.285671475721372
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-piano_concerto_no4_op58_2mov.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Piano Concerto n4 op58 2mov.mid,,231.42530895833337,182.40866891834082,1678,7.250719498022202
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-piano_concerto_no4_op58_3mov.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Piano Concerto n4 op58 3mov.mid,,552.8420231250013,232.59611301607828,13073,23.646899933734066
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-piano_concerto_no5_mov1.mid,duplicate_of_midiclassics,"..\data\midiclassics\Beethoven\Piano Concerto No5,Mov.1.mid",,1129.310826366666,233.60793190332268,26014,23.035287887653475
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-piano_concerto_no5_mov3.mid,duplicate_of_midiclassics,"..\data\midiclassics\Beethoven\Piano Concerto No5,Mov.3.mid",,601.9531908500007,244.893289578604,16539,27.47555831815719
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-piano_concerto_no5_op73_1mov_emperor.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Piano Concerto n5 op73 1mov ''Emperor''.mid,,1225.9136724000002,220.44817065716185,29540,24.096313357994323
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-piano_concerto_no5_op73_2_3mov_emperor.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Piano Concerto n5 op73 2-3mov ''Emperor''.mid,,1108.8457434583347,235.63340931023924,20530,18.51474844099577
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-piano_romance_no50.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Piano Romance  No.50.mid,,530.3520566250003,198.12797123086082,3525,6.646528388014617
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-piano_sonata_no27.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Piano Sonata No.27.mid,,91.58800000000001,208.4327541195295,1443,15.755339127396601
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-piano_sonata_no27_3rd_mov.mid,duplicate_of_midiclassics,"..\data\midiclassics\Beethoven\Piano Sonata No.27,  3rd mov.mid",,414.9311825000001,181.41357192572485,6517,15.706218946318884
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-piano_sonata_no28_in_b_flat_hammerklavier_op106_2nd_mov_scherzo.mid,duplicate_of_midiclassics,"..\data\midiclassics\Beethoven\Piano Sonata No 28 in B flat -Hammerklavier- Op.106, 2nd Mov Scherzo.mid | ..\data\midiclassics\Beethoven\Piano Sonata No2 Assai vivace.mid",,150.84936554166683,210.81892350565604,1888,12.515796756722231
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-piano_sonata_no2_assai_vivace.mid,duplicate_of_midiclassics,"..\data\midiclassics\Beethoven\Piano Sonata No 28 in B flat -Hammerklavier- Op.106, 2nd Mov Scherzo.mid | ..\data\midiclassics\Beethoven\Piano Sonata No2 Assai vivace.mid",,150.84936554166683,210.81892350565604,1888,12.515796756722231
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-piano_sonatas-piano_sonata_n01.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Piano Sonatas\Piano Sonata n01.mid,,861.4073896354173,189.0638877421881,7332,8.511652080327755
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-piano_sonatas-piano_sonata_n02.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Piano Sonatas\Piano Sonata n02.mid,,1243.8248561875016,229.45977080021424,9340,7.509095797159429
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-piano_sonatas-piano_sonata_n03.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Piano Sonatas\Piano Sonata n03.mid,,1489.6845186479152,189.83263983476624,11915,7.998337802969471
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-piano_sonatas-piano_sonata_n04.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Piano Sonatas\Piano Sonata n04.mid,,1281.9909186562504,167.5093819688877,12248,9.553889830076203
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-piano_sonatas-piano_sonata_n05.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Piano Sonatas\Piano Sonata n05.mid,,1047.229054641667,171.89450603037056,7229,6.902978835392955
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-piano_sonatas-piano_sonata_n06.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Piano Sonatas\Piano Sonata n06.mid,,549.724925527083,190.36201122599886,7171,13.044705937472923
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-piano_sonatas-piano_sonata_n07.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Piano Sonatas\Piano Sonata n07.mid,,1364.7792388395812,160.87323425391796,9201,6.741749682405231
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-piano_sonatas-piano_sonata_n08_op13_1mov_pathetique.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Piano Sonatas\Piano Sonata n08 op13 1mov ''Pathetique''.mid,,498.6432980000002,171.69839490702532,5890,11.812050866068189
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-piano_sonatas-piano_sonata_n08_op13_2mov_pathetique.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Piano Sonatas\Piano Sonata n08 op13 2mov ''Pathetique''.mid,,290.8768454333334,196.95553410723062,1637,5.6278113081200445
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-piano_sonatas-piano_sonata_n08_op13_3mov_pathetique.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Piano Sonatas\Piano Sonata n08 op13 3mov ''Pathetique''.mid,,272.39252423333335,207.83310943640666,2391,8.777773937554368
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-piano_sonatas-piano_sonata_n09.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Piano Sonatas\Piano Sonata n09.mid,,651.3169484479163,210.87110488726876,5706,8.76071168360866
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-piano_sonatas-piano_sonata_n10.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Piano Sonatas\Piano Sonata n10.mid,,892.3582478333333,208.97453954502475,7428,8.324011144666795
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-piano_sonatas-piano_sonata_n10_1mov.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Piano Sonatas\Piano Sonata n10 1mov.mid,,355.2447620666669,210.9241050510915,3395,9.556791155059672
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-piano_sonatas-piano_sonata_n10_2mov.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Piano Sonatas\Piano Sonata n10 2mov.mid,,317.2451500083333,193.0303287676827,2049,6.458727580062854
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-piano_sonatas-piano_sonata_n11.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Piano Sonatas\Piano Sonata n11.mid,,1389.973535427094,204.2377945787747,12752,9.174275390848878
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-piano_sonatas-piano_sonata_n12_op26.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Piano Sonatas\Piano Sonata n12 op26.mid,,1011.3325850833345,285.26827556253386,9053,8.951555733027257
midi-classical-music,Beethoven,..\data\new_midi_files\midi-classical-music\data\beethoven-piano_sonatas-piano_sonata_n13.mid,duplicate_of_midiclassics,..\data\midiclassics\Beethoven\Piano Sonatas\Piano Sonata n13.mid,,799.143617012497,256.88632804793747,8347,10.444931076599552
