composer,filename,tempo,num_notes,num_chords,avg_pitch,pitch_range,avg_duration,avg_velocity,note_density,pitch_class_0,pitch_class_1,pitch_class_2,pitch_class_3,pitch_class_4,pitch_class_5,pitch_class_6,pitch_class_7,pitch_class_8,pitch_class_9,pitch_class_10,pitch_class_11,pitch_entropy,pitch_class_variance,range_normalized,notes_per_chord,chord_density,velocity_variation,tempo_note_ratio,chromatic_ratio,relative_path,total_duration,num_midi_tracks,num_note_tracks,num_unique_programs,drum_track_count,has_drums,pitch_std,pitch_median,velocity_std,velocity_range,duration_std,duration_median,onset_interval_mean,onset_interval_std,max_polyphony,avg_polyphony,gm_piano_track_count,gm_chromatic_percussion_track_count,gm_organ_track_count,gm_guitar_track_count,gm_bass_track_count,gm_strings_track_count,gm_ensemble_track_count,gm_brass_track_count,gm_reed_track_count,gm_pipe_track_count,gm_synth_lead_track_count,gm_synth_pad_track_count,gm_synth_effects_track_count,gm_ethnic_track_count,gm_percussive_track_count,gm_sound_effects_track_count
Bach,12 Polonaise.mid,189.6193771626297,531,291,66.15065913370998,46.0,0.2469397363465157,100.0,8.429240415906024,0.1487758945386064,0.0,0.1581920903954802,0.0433145009416195,0.0018832391713747,0.03954802259887,0.0338983050847457,0.199623352165725,0.0037664783427495,0.1431261770244821,0.2203389830508474,0.007532956685499,1.9564585901724625,0.0064477741011463,0.6953823273572848,1.818493150684932,0.5469924812030075,0.5246056381491769,0.3564274006816348,0.3013179661019961,Bach\Bwv ''Little Notebook for Anna Magdalena Bach''\12 Polonaise.mid,62.995000000000005,4,2,2,0,0,12.711631998991466,70.0,0.0,0.0,0.196427135906569,0.1450000000000031,0.1143396226415094,0.1382233553970387,3,2.081514405905225,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bach,13 Marche.mid,212.5455679030906,530,406,63.20754716981132,45.0,0.2720012026415094,100.0,5.496553697734483,0.0754716981132075,0.0226415094339622,0.2264150943396226,0.0,0.0566037735849056,0.0113207547169811,0.0830188679245283,0.2679245283018868,0.0,0.1283018867924528,0.0,0.1283018867924528,1.9167555351076524,0.0074224714212254,0.7119402872439298,1.3022113022113022,0.7645951035781544,0.4682841277482337,0.4002741391771951,0.1056602716982188,Bach\Bwv ''Little Notebook for Anna Magdalena Bach''\13 Marche.mid,96.42405571666669,4,2,1,0,0,12.877006699182612,67.0,0.0,0.0,0.2962433041591248,0.2232141666666667,0.1741830018903591,0.2002789317784439,2,1.4950692161674148,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Bach,14 Polonaise.mid,191.3043478260869,706,406,63.110481586402265,44.0,0.3030453257790366,100.0,8.171769199606459,0.1388101983002833,0.0028328611898017,0.1501416430594901,0.1133144475920679,0.0056657223796034,0.0424929178470254,0.065155807365439,0.1728045325779036,0.0113314447592068,0.141643059490085,0.1359773371104816,0.0198300283286118,2.1436581079370924,0.0038620248582008,0.6971900419199172,1.734643734643735,0.5742574257425742,0.5200090436355416,0.2705860648176618,0.3286115694054277,Bach\Bwv ''Little Notebook for Anna Magdalena Bach''\14 Polonaise.mid,86.395,4,2,1,0,0,9.49230957817158,66.0,0.0,0.0,0.2418317214820647,0.1450000000000031,0.1217021276595744,0.1351015244561166,4,2.47641645928583,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bach,15 Musette.mid,206.99984475011647,482,324,61.46058091286307,43.0,0.1584865839903181,100.0,7.532925808220356,0.0,0.0456431535269709,0.2489626556016597,0.0248962655601659,0.2406639004149377,0.0,0.1161825726141078,0.0995850622406639,0.0124481327800829,0.2033195020746888,0.0,0.0082987551867219,1.8198586868282949,0.0086874604240438,0.699635419348357,1.4830769230769232,0.6708074534161491,0.4807695896126094,0.4285711071430984,0.1991699253114022,Bach\Bwv ''Little Notebook for Anna Magdalena Bach''\15 Musette.mid,63.985762275000006,4,2,2,0,0,13.40865446643695,62.0,0.0,0.0,0.1159875543423905,0.1190477083333334,0.1318682307692307,0.1299736170686108,2,1.193867678797351,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Bach,16 Marche.mid,211.1540573079034,786,555,64.2824427480916,50.0,0.2659588981764208,100.0,7.676378142125202,0.0966921119592875,0.010178117048346,0.1374045801526717,0.1730279898218829,0.0,0.153944020356234,0.0025445292620865,0.1590330788804071,0.0814249363867684,0.0203562340966921,0.1577608142493638,0.0076335877862595,2.056557200171285,0.0046605190062739,0.7778173492585119,1.4136690647482015,0.7052096569250318,0.4713555859781084,0.2683024870494325,0.424935961832486,Bach\Bwv ''Little Notebook for Anna Magdalena Bach''\16 Marche.mid,102.39203768333331,4,2,1,0,0,11.392449717792127,67.0,0.0,0.0,0.2050599350642026,0.2185182999999995,0.1273005429830148,0.1272899172564613,4,2.04160107266518,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bach,17 Polonaise.mid,191.3043478260871,424,272,69.34433962264151,48.0,0.2943632075471697,100.0,6.366844357684511,0.1132075471698113,0.0566037735849056,0.160377358490566,0.0,0.1698113207547169,0.1886792452830188,0.0,0.1084905660377358,0.0,0.1415094339622641,0.0613207547169811,0.0,2.007308351247844,0.0048665499782445,0.6921977996907739,1.5531135531135531,0.64,0.5200090436355411,0.450127877237852,0.1179244103774763,Bach\Bwv ''Little Notebook for Anna Magdalena Bach''\17 Polonaise.mid,66.595,4,2,1,0,0,11.449203483778176,74.0,0.0,0.0,0.2511374035040745,0.1450000000000031,0.15177304964539,0.1476215707902042,2,1.874164727081611,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bach,003706b_.mid,184.00025760036064,304,102,60.94407894736842,31.0,0.5921044342105264,96.0,6.474083137790466,0.0032894736842105,0.1348684210526315,0.0822368421052631,0.0394736842105263,0.1973684210526315,0.0,0.1052631578947368,0.0098684210526315,0.0986842105263157,0.1546052631578947,0.0098684210526315,0.1644736842105263,2.0844713333865625,0.0045091999461372,0.5086630239848028,2.951456310679612,0.3344262295081967,0.518918196359381,0.6032795331159365,0.3881575065793354,Bach\Bwv001- 400 Chorales\003706b_.mid,46.956456,5,4,1,0,0,7.624848864357486,62.0,0.0,0.0,0.3418920409947544,0.6521729999999977,0.1399050990099009,0.2367539144660681,4,3.8333333333333335,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bach,003907b_.mid,140.79999999999998,285,93,62.18245614035088,36.0,0.5964912280701754,96.0,6.705882352941177,0.1333333333333333,0.0,0.1263157894736842,0.0947368421052631,0.0245614035087719,0.1929824561403508,0.0070175438596491,0.1052631578947368,0.0070175438596491,0.1052631578947368,0.1964912280701754,0.0070175438596491,2.059865782109787,0.0048448240484251,0.5789414194222828,3.0319148936170213,0.3251748251748251,0.6770098730606489,0.4923076923076922,0.3052628526318842,Bach\Bwv001- 400 Chorales\003907b_.mid,42.5,5,4,1,0,0,8.00405868112443,62.0,0.0,0.0,0.2545690414266389,0.625,0.1452464788732394,0.2502666157298437,4,4.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bach,003907bv.mid,140.79999999999998,285,93,59.18245614035088,36.0,0.5964912280701754,96.0,6.705882352941177,0.0947368421052631,0.0245614035087719,0.1929824561403508,0.0070175438596491,0.1052631578947368,0.0070175438596491,0.1052631578947368,0.1964912280701754,0.0070175438596491,0.1333333333333333,0.0,0.1263157894736842,2.0598657821097865,0.0048448240484251,0.6082883634693672,3.0319148936170213,0.3251748251748251,0.6770098730606489,0.4923076923076922,0.1438595052633016,Bach\Bwv001- 400 Chorales\003907bv.mid,42.5,5,4,1,0,0,8.00405868112443,59.0,0.0,0.0,0.2545690414266389,0.625,0.1452464788732394,0.2502666157298437,4,4.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bach,004003b_.mid,147.69230769230768,204,68,61.22058823529412,32.0,0.5514705882352942,96.0,6.8,0.1225490196078431,0.0147058823529411,0.1862745098039215,0.0637254901960784,0.034313725490196,0.0735294117647058,0.0588235294117647,0.1911764705882352,0.0,0.1078431372549019,0.142156862745098,0.0049019607843137,2.141969162707297,0.004092977060105,0.5226999674408845,2.9565217391304346,0.3317073170731707,0.6456285566476979,0.7204502814258911,0.279411485294397,Bach\Bwv001- 400 Chorales\004003b_.mid,30.0,5,4,1,0,0,7.968403759694199,62.0,0.0,0.0,0.186560506711254,0.625,0.1323891625615763,0.2052442526169822,4,3.75,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bach,004006b_.mid,123.42857142857144,250,82,62.928,34.0,0.64,96.0,6.25,0.092,0.044,0.168,0.008,0.128,0.108,0.02,0.124,0.012,0.2,0.068,0.028,2.1937146945474884,0.0037275555555555,0.5403000168398803,3.0120481927710845,0.3266932270916334,0.7715269804822042,0.491747296528173,0.1519998480001519,Bach\Bwv001- 400 Chorales\004006b_.mid,40.0,5,4,1,0,0,7.948007045794562,63.5,0.0,0.0,0.2947615561771921,0.625,0.1556224899598393,0.2753017494846375,4,4.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bach,004008b_.mid,144.0,358,125,60.71787709497207,36.0,0.6871508379888268,96.0,5.821138211382114,0.1871508379888268,0.0977653631284916,0.0083798882681564,0.0921787709497206,0.0335195530726257,0.1983240223463687,0.0027932960893854,0.0949720670391061,0.1256983240223463,0.0251396648044692,0.1312849162011173,0.0027932960893854,2.1117359083685083,0.004414699568955,0.5929060950333357,2.8412698412698414,0.3481894150417827,0.6620689655172414,0.4011142061281337,0.4497202206708406,Bach\Bwv001- 400 Chorales\004008b_.mid,61.5,5,4,1,0,0,8.855529722521325,63.0,0.0,0.0,0.3082813860778673,0.75,0.1659663865546218,0.2678056467223101,4,4.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bach,004106b_.mid,195.55555555555569,927,277,63.93527508090615,45.0,0.5016181229773462,96.0,9.196428571428571,0.2653721682847896,0.0053937432578209,0.0960086299892125,0.0010787486515641,0.1510248112189859,0.0927723840345199,0.0129449838187702,0.2081984897518878,0.0021574973031283,0.0884573894282632,0.0194174757281553,0.0571736785329018,1.969538555742388,0.0068951327140129,0.7038367980620788,3.33453237410072,0.2984913793103448,0.4884115319389482,0.2107279693486591,0.040992407767031,Bach\Bwv001- 400 Chorales\004106b_.mid,100.8,9,8,1,0,0,9.331721804057484,65.0,0.0,0.0,0.3700310095398387,0.5999999999999943,0.1056155507559395,0.1948743825774847,9,4.613095238095237,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bach,004106bs.mid,200.00000000000009,541,182,62.66543438077634,41.0,0.6332717190388171,96.0,6.133786848072562,0.1515711645101663,0.0092421441774491,0.1256931608133087,0.0018484288354898,0.1293900184842883,0.1035120147874306,0.022181146025878,0.2181146025878003,0.0036968576709796,0.1182994454713493,0.0314232902033271,0.0850277264325323,2.1090650045551023,0.0044396791121467,0.6542681743272054,2.9562841530054644,0.3357933579335793,0.4776119402985073,0.3690036900369005,0.0683917985213251,Bach\Bwv001- 400 Chorales\004106bs.mid,88.2,5,4,1,0,0,8.17579987245173,64.0,0.0,0.0,0.3554204223604371,0.5999999999999996,0.1566666666666666,0.2728654532101042,5,3.884353741496599,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bach,004407b_.mid,143.0000190666694,208,64,62.56730769230769,31.0,0.5436389807692308,96.0,6.933334257777901,0.1538461538461538,0.0,0.1586538461538461,0.0769230769230769,0.0096153846153846,0.1875,0.0096153846153846,0.1009615384615384,0.0,0.110576923076923,0.1778846153846154,0.0144230769230769,2.0238248637550864,0.005086343277449,0.4954664128586896,3.2,0.3062200956937799,0.6666665783950607,0.6842106175438728,0.2644228125002644,Bach\Bwv001- 400 Chorales\004407b_.mid,29.999996000000003,5,4,1,0,0,7.746915543865635,62.0,0.0,0.0,0.253968674915455,0.5769230000000001,0.1309921787439613,0.2314944482823981,4,3.769230769230769,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bach,004507b_.mid,132.0,297,79,59.98316498316498,38.0,0.6207912457912458,96.0,7.092537313432836,0.0,0.0875420875420875,0.0033670033670033,0.0942760942760942,0.2121212121212121,0.0,0.1481481481481481,0.0,0.1077441077441077,0.1212121212121212,0.0202020202020202,0.2053872053872054,1.9666002821411035,0.0057555068076953,0.6335110756018643,3.7125,0.2651006711409396,0.7218045112781954,0.4429530201342282,0.4579120000004578,Bach\Bwv001- 400 Chorales\004507b_.mid,41.875,6,5,1,0,0,8.081011501367788,59.0,0.0,0.0,0.297651290972574,0.625,0.1288006756756756,0.2935649711391822,5,4.402985074626866,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bach,004606b_.mid,169.48152667655535,851,216,69.33607520564043,51.0,0.583471161574618,96.0,14.183337115556569,0.1339600470035252,0.0105757931844888,0.1656874265569917,0.0728554641598119,0.0340775558166862,0.0975323149236192,0.044653349001175,0.1656874265569917,0.0141010575793184,0.117508813160987,0.126909518213866,0.0164512338425381,2.226164462857032,0.0031656631085691,0.7355478243207999,3.921658986175115,0.2535211267605634,0.5631108652736035,0.1989219796673184,0.2690949130437473,Bach\Bwv001- 400 Chorales\004606b_.mid,59.99998399999999,9,8,1,0,0,11.063638290999128,70.0,0.0,0.0,0.5834833664188671,0.6818179999999998,0.0649732447058823,0.1286901691306458,10,8.27556818181819,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bach,004705b_.mid,164.57142857142858,186,58,61.70967741935484,31.0,0.5376344086021505,96.0,6.763636363636364,0.1129032258064516,0.0161290322580645,0.1989247311827957,0.053763440860215,0.0161290322580645,0.0698924731182795,0.0483870967741935,0.2311827956989247,0.0161290322580645,0.0967741935483871,0.1129032258064516,0.0268817204301075,2.1649288460401266,0.0046802135121594,0.5023523180486557,3.152542372881356,0.3101604278074866,0.5798101811906816,0.880061115355233,0.2473115806454085,Bach\Bwv001- 400 Chorales\004705b_.mid,27.5,5,4,1,0,0,8.029623439745713,63.0,0.0,0.0,0.2118268482859474,0.625,0.1317567567567567,0.2377860047941591,4,3.636363636363636,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bach,004803b_.mid,125.79310344827586,157,55,61.10191082802548,33.0,0.6528662420382165,96.0,5.709090909090909,0.1592356687898089,0.019108280254777,0.1210191082802547,0.0764331210191082,0.0445859872611464,0.197452229299363,0.0318471337579617,0.0955414012738853,0.0254777070063694,0.0955414012738853,0.1273885350318471,0.0063694267515923,2.225962709869338,0.0033365676317723,0.5400813004489978,2.8035714285714284,0.3481012658227848,0.7571389719880337,0.7961588825840245,0.2802544968155668,Bach\Bwv001- 400 Chorales\004803b_.mid,27.5,5,4,1,0,0,7.445072506630881,62.0,0.0,0.0,0.3865746157495713,0.625,0.15625,0.2353744714851699,4,3.727272727272727,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bach,005206b_.mid,152.38095238095244,323,72,61.8359133126935,33.0,0.5758513931888545,96.0,9.124293785310735,0.1919504643962848,0.0,0.0897832817337461,0.0123839009287925,0.0743034055727554,0.2105263157894736,0.0030959752321981,0.1547987616099071,0.0,0.1640866873065015,0.0928792569659442,0.0061919504643962,1.9642537408015768,0.0059274959236858,0.5336704464839757,4.424657534246576,0.2222222222222222,0.6258925799441165,0.4703115814226927,0.1083590247679101,Bach\Bwv001- 400 Chorales\005206b_.mid,35.4,7,6,1,0,0,7.336305117201102,64.0,0.0,0.0,0.3371325123110971,0.5999999999999996,0.0987577639751552,0.2620067273423336,7,5.254237288135596,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bach,005605b_.mid,125.53846153846152,353,93,57.60339943342776,39.0,0.7436260623229461,96.0,6.418181818181818,0.1898016997167138,0.0,0.1104815864022662,0.1388101983002833,0.0028328611898017,0.0736543909348441,0.0396600566572237,0.2096317280453258,0.0708215297450425,0.0453257790368272,0.093484419263456,0.0254957507082152,2.1399985947903635,0.0042980554284914,0.6770433638734973,3.75531914893617,0.2627118644067797,0.758662613981763,0.3546284224250325,0.3427758611901444,Bach\Bwv001- 400 Chorales\005605b_.mid,55.0,6,5,1,0,0,8.19909411162098,58.0,0.0,0.0,0.4191746954748355,0.625,0.1509232954545454,0.3493450138740862,5,4.7727272727272725,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bach,005708b_.mid,134.4,213,70,63.05164319248826,33.0,0.6396713615023474,96.0,6.140540540540541,0.1502347417840375,0.0,0.1173708920187793,0.0892018779342723,0.0140845070422535,0.2253521126760563,0.0046948356807511,0.0798122065727699,0.0,0.1032863849765258,0.215962441314554,0.0,1.9400793216807752,0.0063043230693498,0.523380483136259,3.0,0.3271028037383177,0.7090103397341211,0.6280373831775701,0.3098588450707324,Bach\Bwv001- 400 Chorales\005708b_.mid,34.6875,5,4,1,0,0,8.005406601703868,65.0,0.0,0.0,0.3024578657289951,0.625,0.15625,0.2822962719227964,4,3.927927927927928,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bach,006005b_.mid,142.7027407567669,282,92,63.89007092198582,31.0,0.7059959432624112,96.0,5.170001378667035,0.0070921985815602,0.0886524822695035,0.0319148936170212,0.0531914893617021,0.2127659574468085,0.0106382978723404,0.1063829787234042,0.0212765957446808,0.1241134751773049,0.1631205673758865,0.0106382978723404,0.1702127659574468,2.118271875157639,0.0047228928792984,0.4852084066809807,3.032258064516129,0.3250883392226148,0.6680457136338884,0.5042499673383989,0.3829783404259149,Bach\Bwv001- 400 Chorales\006005b_.mid,54.54543999999999,5,4,1,0,0,7.49931254499053,64.0,0.0,0.0,0.3841535856551718,0.6818179999999998,0.1892590889679714,0.398984892536698,4,3.65,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bach,006106b_.mid,276.5264540527006,551,203,63.811252268602544,48.0,0.486950499092559,96.0,11.643160583485052,0.0943738656987295,0.0054446460980036,0.1687840290381125,0.0054446460980036,0.1234119782214156,0.0127041742286751,0.1234119782214156,0.1996370235934664,0.0,0.1415607985480943,0.0,0.1252268602540834,2.0102974279339207,0.0050265855148332,0.7522184182459514,2.700980392156863,0.3677536231884058,0.3459129700903041,0.5009537211099648,0.1343011361162867,Bach\Bwv001- 400 Chorales\006106b_.mid,47.32392000000001,7,6,1,0,0,10.579435093102733,62.0,0.0,0.0,0.626395968275383,0.2112675000000052,0.0829705090909091,0.1132960200281963,6,5.669642857142865,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bach,006206b_.mid,170.66666666666666,188,53,60.3936170212766,38.0,0.5319148936170213,96.0,9.4,0.0,0.101063829787234,0.1063829787234042,0.0159574468085106,0.1170212765957446,0.0159574468085106,0.1861702127659574,0.101063829787234,0.026595744680851,0.0691489361702127,0.0425531914893617,0.2180851063829787,2.1453853934509883,0.0043446003722146,0.629205555901828,3.4814814814814814,0.2804232804232804,0.5592233009708738,0.9029982363315696,0.3723400531918618,Bach\Bwv001- 400 Chorales\006206b_.mid,20.0,6,5,1,0,0,8.659293476543093,59.0,0.0,0.0,0.2970054557785475,0.3125,0.1002673796791443,0.2015002936664842,5,5.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
